asset_name,asset_category,description,model,serial_number,date_of_acquisition,age_at_time_of_acquisition,purchase_value,depreciation_percentage,lpo_number,dig_funder_name,project_name,acquisition_name,current_condition,date_of_disposal,comments
Monitor,Display Monitor,HP ELITEDISPLAY E190I,800G2 SFF,CN405231DR,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,E190I,R9TR6002T1J,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,E190I,MXL7232M17,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY,800G2 SFF,CN40523194,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,FAULTY,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,Galaxy A7,CN40523191,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,Galaxy A7,2UA6181GZP,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,FAULTY,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,E190I,R9TR60030AJ,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,E190I,R9TR6004TQJ,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,800 G2,CN40160QCX,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN4052319J,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,Galaxy A7,2UA7121VFF,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,800G2 SFF,CN405231DN,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,FAULTY,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,800G2 SFF,R9TR60037NJ,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,E190I,2UA6181H42,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,800G2 SFF,2UA6421JCH,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN4052319G,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,E190I,MXL7131537,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN40160QC3,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY,800G2 SFF,CN40523193,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,FAULTY,,Toshiba Max Ltd
Monitor,Display Monitor,elite display,Galaxy A7,CN40160Q91,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,800G2 SFF,2UA707152J,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,E190I,R9TR60032TJ,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,Galaxy A7,2UA7202L7V,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,E190I,CN40160QTV,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,A7,R9TR6002VGJ,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,FAULTY,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,800G2 SFF,CN40160CQN,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy tab 7,800G2 SFF,R9TR6002ZYJ,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,800G2 SFF,2UA64620R5,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,E190I,2UA70714G7,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,FAULTY,,Toshiba Max Ltd
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,E190I,2UA70714QW,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,N/A,CN4052319Y,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Monitor,Display Monitor,HP ELITEDISPLAY E190I,N/A,CN405231FY,2021-09-29,4.59, -   ,20,9346,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Cabinet,Furniture & Fittings,4 Drawer Metalic cabinet locable with drawers,N/A,N/A,2021-09-29,4.59," 31,552.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,4 Drawer Metalic cabinet locable with drawers,N/A,N/A,2021-09-29,4.59," 31,552.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,4 Drawer Metalic cabinet locable with drawers,N/A,N/A,2021-09-29,4.59," 31,552.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,4 Drawer Metalic cabinet locable with drawers,N/A,N/A,2021-09-29,4.59," 31,552.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,Medium Height Cabinet half glass with shelves and closed lower wooden swing door 1600H,N/A,N/A,2021-09-29,4.59," 26,796.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,Medium Height Cabinet half glass with shelves and closed lower wooden swing door 1600H,N/A,N/A,2021-09-29,4.59," 26,796.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,Medium Height Cabinet half glass with shelves and closed lower wooden swing door 1600H,N/A,N/A,2021-09-29,4.59," 26,796.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,High Glass Door Cabinet,N/A,N/A,2021-09-29,4.59," 49,864.92 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,High Glass Door Cabinet,N/A,N/A,2021-09-29,4.59," 49,864.92 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,Lower Level Cabinet with swing doors locable,N/A,N/A,2021-09-29,4.59," 21,692.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Cabinet,Furniture & Fittings,Lower Level Cabinet with swing doors locable,N/A,N/A,2021-09-29,4.59," 21,692.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Desk,Furniture & Fittings,Writing Table 1400x800x750mm with drawer fixed pedestal,N/A,N/A,2021-09-29,4.59," 21,638.64 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Desk,Furniture & Fittings,Semi executive L-shaped desk ,N/A,N/A,2021-09-29,4.59," 75,901.12 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Desk,Furniture & Fittings,Executive L-shaped desk,N/A,N/A,2021-09-29,4.59," 163,311.76 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Desk,Furniture & Fittings,Semi executive L-shaped desk ,N/A,N/A,2021-09-29,4.59," 83,920.20 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Desk,Furniture & Fittings,Writing Table 1400x800x750mm with drawer fixed pedestal,N/A,N/A,2021-09-29,4.59," 21,638.64 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Desk,Furniture & Fittings,Writing Table 1400x800x750mm with drawer fixed pedestal,N/A,N/A,2021-09-29,4.59," 21,638.64 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Desk,Furniture & Fittings,Reception Desk,N/A,N/A,2021-09-29,4.59," 196,784.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,N/A,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,"Boardroom seats with arm support, swivel base mesh fabric with back support",N/A,N/A,2021-09-29,4.59," 24,940.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,N/A,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Visitors Chair ,Chester,N/A,2021-09-29,4.59," 21,924.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Office Chair,Furniture & Fittings,Office Chair High Mesh fabric Heavey duty steel base with back support,Chester,N/A,2021-09-29,4.59," 45,820.00 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Sofa,Furniture & Fittings,2 Seater Sofa,Chester,N/A,2021-09-29,4.59," 76,315.24 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Sofa,Furniture & Fittings,3 Seater Sofa,N/A,N/A,2021-09-29,4.59," 80,182.68 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Sofa,Furniture & Fittings,2 Seater Sofa,800G2 SFF,N/A,2021-09-29,4.59," 80,182.68 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Table,Furniture & Fittings,20 Seater Boardroom Table complete with Cable trunking,Galaxy A7,N/A,2021-09-29,4.59," 191,655.20 ",20,9344,LVCT Health,Stawisha,Purchase,Good,,Vile and Blind Limited
Desktop Computer,Desktop Computer,HP Elite Desk 800G2,Galaxy A7,2UA6352D3M,2021-09-29,4.59," 124,236.00 ",20,9346,LVCT Health,Stawisha,Purchase,GOOD,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,Galaxy A7,R9TR6000NYJ,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,800G2 SFF,R9TR6000P9J,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
Tablet,Tablet,Samsung galaxy Tab A7,800G2 SFF,R9TR6004TAJ,2021-09-29,4.59," 50,460.00 ",20,9350,LVCT Health,Stawisha,Purchase,Good,,Toshiba Max Ltd
